candidate,county,precinct,Bennet,Bennet,Bennet,Biden,Biden,Biden,Bloomberg,Bloomberg,Bloomberg,Buttigieg,Buttigieg,Buttigieg,Delaney,Delaney,Delaney,Gabbard,Gabbard,Gabbard,Klobuchar,Klobuchar,Klobuchar,Patrick,Patrick,Patrick,Sanders,Sanders,Sanders,Steyer,Steyer,Steyer,Warren,Warren,Warren,Yang,Yang,Yang,Other,Other,Other,Uncommitted,Uncommitted,Uncommitted
subhead,,,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE
1362,Scott,(AG) Allen's Grove Township,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.0,12.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Scott,(D53) City of Davenport,0.0,0.0,0.0,36.0,47.0,0.4133,0.0,0.0,0.0,41.0,47.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,52.0,55.0,0.8267,2.0,0.0,0.0,44.0,50.0,0.8267,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,Scott,(D21) City of Davenport,0.0,0.0,0.0,22.0,24.0,0.4133,0.0,0.0,0.0,20.0,23.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,0.8267,1.0,0.0,0.0,22.0,25.0,0.8267,12.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0
1365,Scott,(LB) Liberty Township,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,Scott,(D23) City of Davenport,0.0,0.0,0.0,23.0,23.0,0.4133,0.0,0.0,0.0,21.0,21.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,0.4133,0.0,0.0,0.0,17.0,17.0,0.4133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,Scott,(MC) McCausland,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,Scott,(B12) City of Bettendorf,0.0,0.0,0.0,36.0,38.0,0.8267,0.0,0.0,0.0,26.0,32.0,0.4133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,0.8267,6.0,0.0,0.0,31.0,34.0,0.4133,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1369,Scott,(D22) City of Davenport,1.0,0.0,0.0,18.0,21.0,0.4133,0.0,0.0,0.0,20.0,23.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,0.4133,0.0,0.0,0.0,21.0,22.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1370,Scott,(D82) City of Davenport,0.0,0.0,0.0,24.0,29.0,0.8267,0.0,0.0,0.0,25.0,30.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,0.8267,0.0,0.0,0.0,21.0,22.0,0.4133,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,Scott,(D51) City of Davenport,1.0,0.0,0.0,27.0,22.0,0.0,0.0,0.0,0.0,50.0,68.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,80.0,93.0,1.24,3.0,0.0,0.0,65.0,88.0,0.8267,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,Scott,(D72) City of Davenport,0.0,0.0,0.0,22.0,26.0,0.4133,0.0,0.0,0.0,27.0,37.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,41.0,51.0,0.8267,4.0,0.0,0.0,30.0,39.0,0.8267,18.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
1373,Scott,(D73) City of Davenport,0.0,0.0,0.0,34.0,40.0,0.8267,0.0,0.0,0.0,26.0,31.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,39.0,42.0,0.8267,0.0,0.0,0.0,28.0,35.0,0.4133,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1374,Scott,(D63) City of Davenport,0.0,0.0,0.0,42.0,48.0,0.8267,0.0,0.0,0.0,16.0,82.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,69.0,75.0,0.8267,0.0,0.0,0.0,38.0,43.0,0.4133,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,Scott,(D31) City of Davenport,0.0,0.0,0.0,18.0,18.0,0.4133,0.0,0.0,0.0,18.0,18.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.8267,0.0,0.0,0.0,18.0,18.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,Scott,(D41) City of Davenport,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,56.0,60.0,1.24,0.0,0.0,0.0,21.0,31.0,0.8267,9.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
1377,Scott,(D44) City of Davenport,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.8267,0.0,0.0,0.0,23.0,28.0,0.4133,17.0,21.0,0.4133,0.0,4.0,0.0,0.0,0.0,0.0
1378,Scott,(BG) Blue Grass Township,0.0,0.0,0.0,18.0,18.0,0.4133,0.0,0.0,0.0,18.0,18.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.8267,0.0,0.0,0.0,18.0,18.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,Scott,(RV) City of Riverdale,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,8.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,Scott,(D54) City of Davenport,0.0,0.0,0.0,25.0,28.0,0.4133,0.0,0.0,0.0,16.0,24.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,38.0,45.0,0.8267,1.0,0.0,0.0,22.0,23.0,0.4133,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1381,Scott,(B22) City of Bettendorf,0.0,0.0,0.0,31.0,31.0,0.4133,1.0,0.0,0.0,39.0,42.0,0.8267,0.0,0.0,0.0,1.0,0.0,0.0,25.0,26.0,0.4133,0.0,0.0,0.0,38.0,40.0,0.4133,3.0,0.0,0.0,30.0,30.0,0.4133,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,Scott,(B41) City of Bettendorf,2.0,0.0,0.0,57.0,58.0,0.8267,0.0,0.0,0.0,53.0,57.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,0.4133,0.0,0.0,0.0,36.0,38.0,0.4133,4.0,0.0,0.0,35.0,38.0,0.4133,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1383,Scott,(PKV) Park View,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,39.0,51.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,0.4133,0.0,0.0,0.0,24.0,25.0,0.4133,4.0,0.0,0.0,20.0,23.0,0.4133,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,Scott,(PV) Pleasant Valley,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,0.4133,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,Scott,(LCT) LeClaire Township,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0,36.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,23.0,41.0,0.4133,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1386,Scott,(B21) City of Bettendorf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,0.4133,0.0,0.0,0.0,22.0,22.0,0.4133,12.0,0.0,0.0,14.0,21.0,0.4133,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,Scott,(D32) City of Davenport,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.4133,0.0,0.0,0.0,38.0,43.0,0.8267,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,Scott,(D84) City of Davenport,0.0,0.0,0.0,43.0,46.0,0.4133,0.0,0.0,0.0,42.0,51.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,0.4133,0.0,0.0,0.0,33.0,41.0,0.4133,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1389,Scott,(WF) Winfield Township,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.4133,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,Scott,(B31) City of Bettendorf,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,61.0,70.0,0.8267,0.0,0.0,0.0,2.0,0.0,0.0,28.0,37.0,0.4133,0.0,0.0,0.0,51.0,63.0,0.8267,5.0,0.0,0.0,35.0,41.0,0.4133,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,Scott,(B32) City of Bettendorf,0.0,0.0,0.0,39.0,44.0,0.8267,0.0,0.0,0.0,33.0,33.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.4133,0.0,0.0,0.0,44.0,44.0,0.4133,0.0,0.0,0.0,44.0,44.0,0.4133,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,Scott,(D74) City of Davenport,0.0,0.0,0.0,20.0,25.0,0.4133,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,0.4133,0.0,0.0,0.0,28.0,30.0,0.4133,6.0,0.0,0.0,16.0,21.0,0.4133,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,Scott,(LC2) City of LeClaire,0.0,0.0,0.0,18.0,3.0,0.0,2.0,0.0,0.0,48.0,54.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,0.4133,0.0,0.0,0.0,24.0,25.0,0.4133,1.0,0.0,0.0,24.0,29.0,0.4133,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,Scott,(LC1) City of LeClaire,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,32.0,45.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,0.4133,0.0,0.0,0.0,19.0,22.0,0.4133,10.0,0.0,0.0,30.0,31.0,0.4133,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1395,Scott,(BU) Buffalo Township,0.0,0.0,0.0,21.0,23.0,0.4133,0.0,0.0,0.0,26.0,26.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,0.4133,0.0,0.0,0.0,32.0,35.0,0.4133,5.0,0.0,0.0,24.0,25.0,0.4133,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,Scott,(EL1) City of Eldridge,0.0,0.0,0.0,30.0,33.0,0.4133,0.0,0.0,0.0,38.0,43.0,0.8267,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,0.4133,0.0,0.0,0.0,25.0,25.0,0.4133,4.0,0.0,0.0,25.0,25.0,0.4133,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1397,Scott,(PR) Princeton Township,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,0.4133,0.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,0.4133,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1398,Scott,Total,6.0,0.0,0.0,1258.0,1135.0,17.7729,7.0,0.0,0.0,1665.0,2073.0,28.9329,0.0,0.0,0.0,4.0,0.0,0.0,1065.0,1002.0,14.053,0.0,0.0,0.0,1888.0,2000.0,30.1736,137.0,6.0,0.0,1311.0,1312.0,18.5991,415.0,86.0,0.4133,3.0,4.0,0.4133,54.0,24.0,0.0
1399,Shelby,Grove-Union-Washington-Westphalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.25,0.0,0.0,0.0,5.0,6.0,0.15,0.0,0.0,0.0,5.0,5.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1400,Shelby,Douglas-Greeley-Jefferson-Polk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.05,0.0,0.0,0.0,5.0,5.0,0.1,0.0,0.0,0.0,5.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,Shelby,Harlan 1,0.0,0.0,0.0,3.0,3.0,0.1,0.0,0.0,0.0,4.0,5.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.1,1.0,0.0,0.0,6.0,6.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1402,Shelby,Harlan 4,0.0,0.0,0.0,8.0,9.0,0.15,0.0,0.0,0.0,9.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.15,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Shelby,Harlan 3,0.0,0.0,0.0,6.0,6.0,0.1,0.0,0.0,0.0,12.0,12.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,Shelby,Fairview-Shelby,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.2,0.0,0.0,0.0,6.0,8.0,0.15,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,Shelby,Clay-Monroe,0.0,0.0,0.0,11.0,11.0,0.15,0.0,0.0,0.0,5.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.1,0.0,0.0,0.0,6.0,6.0,0.1,0.0,0.0,0.0,5.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,Shelby,Harlan 2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,15.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.15,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1407,Shelby,Cass-Center-Jackson-Lincoln,0.0,0.0,0.0,9.0,10.0,0.25,0.0,0.0,0.0,5.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1408,Shelby,Total,0.0,0.0,0.0,42.0,41.0,0.75,0.0,0.0,0.0,75.0,84.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,54.0,55.0,1.1,0.0,0.0,0.0,41.0,42.0,0.75,2.0,0.0,0.0,45.0,40.0,0.85,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
1409,Sioux,Sioux Center Central,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,0.2625,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.175,13.0,13.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0
1410,Sioux,Rock Valley East,0.0,0.0,0.0,8.0,10.0,0.0875,0.0,0.0,0.0,5.0,5.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,Sioux,Lincoln,0.0,0.0,0.0,4.0,4.0,0.0875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.2625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1412,Sioux,Sioux Center South,0.0,0.0,0.0,9.0,10.0,0.0875,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,0.2625,0.0,0.0,0.0,10.0,10.0,0.0875,0.0,0.0,0.0,10.0,13.0,0.0875,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1413,Sioux,PL/GF/ST/SX/EG N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0875,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1414,Sioux,OC2/Holland E/NS 4-9,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,0.2625,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,45.0,61.0,0.4375,29.0,35.0,0.2625,0.0,0.0,0.0,0.0,0.0,0.0
1415,Sioux,Floyd/Lynn,0.0,0.0,0.0,3.0,3.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1416,Sioux,Alton/Nassau/East Orange,0.0,0.0,0.0,9.0,9.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.175,0.0,0.0,0.0,10.0,11.0,0.175,0.0,0.0,0.0,14.0,16.0,0.175,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,Sioux,Reading/Center South,0.0,0.0,0.0,2.0,2.0,0.0875,0.0,0.0,0.0,4.0,5.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,Sioux,Grant/Sheridan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,Sioux,Rock Valley West/Rock,0.0,0.0,0.0,3.0,3.0,0.0875,0.0,0.0,0.0,8.0,8.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,Sioux,SCN/Capel/Welcome,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0875,0.0,0.0,0.0,13.0,16.0,0.0875,8.0,8.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0
1421,Sioux,West Branch/Center North,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,Sioux,Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,Sioux,Total,0.0,0.0,0.0,51.0,41.0,0.6125,0.0,0.0,0.0,68.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,120.0,137.0,1.4875,0.0,0.0,0.0,61.0,42.0,0.6125,1.0,0.0,0.0,114.0,138.0,1.225,64.0,56.0,0.4375,1.0,0.0,0.0,2.0,2.0,0.0
1424,Story,Ames 2-1,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,141.0,1.245,0.0,0.0,0.0,205.0,232.0,1.66,2.0,0.0,0.0,139.0,170.0,1.245,55.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1425,Story,Ames 2-5,0.0,0.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,97.0,111.0,1.245,0.0,0.0,0.0,0.0,0.0,0.0,116.0,131.0,1.245,0.0,0.0,0.0,64.0,70.0,0.0,20.0,0.0,0.0,94.0,103.0,1.245,27.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
1426,Story,Ames 4-4,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,93.0,0.83,0.0,0.0,0.0,208.0,235.0,1.245,0.0,0.0,0.0,104.0,130.0,0.83,52.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
1427,Story,Ames 2-3,0.0,0.0,0.0,55.0,58.0,0.83,0.0,0.0,0.0,51.0,51.0,0.415,0.0,0.0,0.0,2.0,0.0,0.0,68.0,68.0,0.83,0.0,0.0,0.0,78.0,81.0,0.83,0.0,0.0,0.0,55.0,57.0,0.415,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1428,Story,Ames 1-5,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,64.0,77.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,76.0,105.0,0.83,0.0,0.0,0.0,83.0,93.0,0.83,17.0,0.0,0.0,128.0,152.0,1.245,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1429,Story,Ames 2-2,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,85.0,0.83,0.0,0.0,0.0,117.0,128.0,1.245,9.0,0.0,0.0,76.0,92.0,0.83,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1430,Story,Ames 3-5,0.0,0.0,0.0,50.0,0.0,0.0,3.0,0.0,0.0,66.0,84.0,0.83,0.0,0.0,0.0,2.0,0.0,0.0,83.0,137.0,0.83,0.0,0.0,0.0,110.0,119.0,0.83,6.0,0.0,0.0,98.0,108.0,0.83,36.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
1431,Story,Ames 1-2,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,142.0,0.83,0.0,0.0,0.0,131.0,177.0,1.245,0.0,0.0,0.0,134.0,182.0,1.245,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1432,Story,Franklin Twp-Gilbert,0.0,0.0,0.0,49.0,49.0,0.415,0.0,0.0,0.0,82.0,87.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,64.0,68.0,0.83,0.0,0.0,0.0,56.0,61.0,0.415,7.0,0.0,0.0,47.0,64.0,0.415,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
